Id_station;Id_omm;Nom_usuel;Latitude;Longitude;Altitude;Date_ouverture;Pack
05070003;;LARAGNE MONTEGLIN;44.319167;5.794500;565;1992-12-01;RADOME
05077402;;COL AGNEL-NIVOSE;44.686000;6.972167;2630;1994-08-30;ETENDU
05079402;;GALIBIER-NIVOSE;45.056833;6.377167;2559;2015-09-07;ETENDU
05090002;;MOTTE-MOLINES;44.748167;6.122833;1250;1940-01-01;ETENDU
05096404;;ORCIERES-NIVOSE;44.719000;6.333667;2280;2006-12-21;ETENDU
05120002;;RISTOLAS;44.765667;6.984500;1670;2004-10-01;RADOME
05126001;;ROSANS;44.387500;5.462167;625;1971-12-01;ETENDU
05136002;;ST CREPIN;44.704500;6.600000;906;2006-09-01;RADOME
05139006;;AGNIERES-EN-DEVOLUY;44.696167;5.880833;1244;1928-11-01;ETENDU
05142001;;ST FIRMIN;44.782500;6.035000;935;1927-01-01;ETENDU
05145002;;ST JEAN-ST-NICOLAS;44.670833;6.209833;1210;2003-08-01;RADOME
05158001;;LE SAIX;44.475833;5.815500;801;2003-05-01;ETENDU
05170001;;TALLARD;44.452167;6.033333;593;1964-05-01;RADOME
05179001;;VEYNES;44.536333;5.840667;823;1964-05-01;ETENDU
05181002;;VILLAR D'ARENE;45.030833;6.361667;1665;2002-01-10;RADOME
05182001;;VILLAR LOUBIERE;44.826833;6.146000;1072;1864-01-01;ETENDU
05183001;07593;VILLAR ST PANCRACE;44.880333;6.640333;1310;2003-08-01;RADOME
06004002;07688;ANTIBES-GAROUPE;43.564667;7.133000;75;1920-01-01;ETENDU
06004004;;ANTIBES-GOLF;43.579667;7.091167;13;1964-01-01;ETENDU
06004009;;ANTIBES_SAPC;43.599167;7.111167;32;1988-07-01;ETENDU
06005001;;ASCROS;43.922000;7.013667;1173;1987-08-01;RADOME
06016001;;BEUIL-OBS;44.089833;6.988000;1464;1917-03-01;ETENDU
06023004;;BREIL SUR ROYA;43.940167;7.513667;305;1987-08-01;ETENDU
06029001;07684;CANNES;43.556500;6.950500;2;1949-03-01;RADOME
06033002;;CARROS_SAPC;43.786333;7.209500;78;1991-03-01;ETENDU
06037002;;CAUSSOLS;43.752333;6.923167;1268;1987-08-01;ETENDU
06038001;;CHATEAUNEUF GRASSE;43.673667;6.991000;388;2012-09-17;ETENDU
06050002;;COURSEGOULES_SAPC;43.792000;7.048500;985;1989-08-01;ETENDU
06059003;;EZE;43.738833;7.365833;704;1991-06-01;ETENDU
06071001;;GUILLAUMES-OBS;44.090667;6.852333;788;1907-03-01;ETENDU
06073005;;ISOLA 2000;44.189500;7.149000;1912;1972-01-01;ETENDU
06074005;;LANTOSQUE_SAPC;43.972000;7.307000;550;2006-10-25;ETENDU
06075007;;LEVENS;43.846333;7.210000;691;2008-05-16;ETENDU
06077006;;PEIRA CAVA;43.929167;7.363333;1443;1989-08-01;RADOME
06079002;;MANDELIEU LA NAPOULE_SAPC;43.523667;6.898667;104;1988-07-01;ETENDU
06081001;;LE MAS;43.813667;6.809333;1525;2006-04-02;RADOME
06083005;;MENTON;43.785833;7.488667;216;1988-08-01;ETENDU
06086001;;MOULINET;43.942000;7.414667;817;1950-03-01;ETENDU
06088001;07690;NICE;43.648833;7.209000;2;1942-07-01;RADOME
06088007;;NICE-RIMIEZ;43.738667;7.279167;238;1949-12-01;ETENDU
06090002;;PEGOMAS;43.602667;6.936667;109;2010-03-15;ETENDU
06091003;;PEILLE;43.775167;7.428333;1106;1987-08-01;RADOME
06094002;;PEONE;44.099667;6.930833;1784;2002-11-01;RADOME
06099004;;PUGET THENIERS_SAPC;43.956833;6.892333;449;1991-05-01;ETENDU
06102001;;RIMPLAS_SAPC;44.067167;7.133500;1130;2006-10-25;ETENDU
06103002;;BERTHEMONT-LES-BAINS_SAPC;44.044333;7.300833;938;2023-01-24;ETENDU
06118002;;ST CEZAIRE SUR SIAGNE;43.678667;6.809000;694;2005-11-01;RADOME
06120004;;ST ETIENNE DE TINEE_SAPC;44.257667;6.921167;1150;2006-11-27;ETENDU
06125001;;ST MARTIN D'ENTRAUNES_SAPC;44.154667;6.747000;1642;2007-05-07;ETENDU
06136005;;SOSPEL;43.862833;7.433667;843;2004-11-01;RADOME
06152002;;VALBONNE-SOPHIA;43.623167;7.028500;238;1987-07-01;ETENDU
06153400;;MILLEFONTS-NIVOSE;44.118333;7.192000;2430;2007-09-26;ETENDU
06163001;;TENDE-OBS;44.086667;7.595000;792;1952-09-01;ETENDU
06163007;;TENDE_SAPC;44.043167;7.586000;636;1989-07-01;ETENDU
07005001;;ALBA LA ROMAINE;44.539833;4.582500;223;1948-09-01;ETENDU
07010001;07472;ANNONAY;45.246167;4.670500;336;1973-07-01;ETENDU
07011002;;ANTRAIGUES;44.719167;4.352167;428;1953-01-01;ETENDU
07019005;;AUBENAS SA;44.601667;4.409833;176;1969-07-01;ETENDU
07025001;;BARNAS RAD;44.666000;4.159833;480;1990-01-01;RADOME
07032002;;BERZEME RAD;44.628333;4.566333;650;1988-05-01;RADOME
07033001;;BESSAS;44.340000;4.298667;251;1933-11-01;ETENDU
07064001;;CHEYLARD SA;44.914833;4.437500;418;1900-01-01;ETENDU
07066001;;CHOMERAC SA_RCE;44.699500;4.648333;216;1970-07-01;ETENDU
07068001;;COLOMBIER JEUNE RAD;45.015500;4.671167;566;1972-10-01;RADOME
07075001;;CROS GEORAND;44.780167;4.099667;1021;1952-01-01;ETENDU
07096001;;GLUIRAS RAD;44.839333;4.524000;760;2004-12-01;RADOME
07099001;;GRAS;44.429000;4.565500;341;1984-01-01;ETENDU
07101001;;GROSPIERRES;44.411333;4.300833;127;1978-08-01;ETENDU
07105001;;ISSANLAS;44.773167;3.981667;1215;1950-01-01;ETENDU
07105003;;ISSANLAS_SAPC;44.755500;3.975333;1264;2004-03-01;ETENDU
07117002;;LABLACHERE;44.480833;4.208333;295;1958-03-01;ETENDU
07128001;;LALOUVESC;45.117833;4.535000;1090;1956-07-01;ETENDU
07131001;07570;LANAS SYN;44.537167;4.368167;265;1990-11-01;RADOME
07153001;;MAYRES;44.667167;4.113000;579;1900-01-01;ETENDU
07154005;;MAZAN ABBAYE RAD;44.733833;4.083833;1240;2003-05-01;RADOME
07159001;;MIRABEL SA;44.581500;4.497333;275;1929-01-01;ETENDU
07161001;;MONTPEZAT SA;44.715667;4.207000;602;1900-01-01;ETENDU
07168001;;ORGNAC AVEN;44.288333;4.421667;230;1970-07-01;ETENDU
07172002;;PEAUGRES RAD;45.286167;4.705833;480;2003-05-01;RADOME
07187001;;CROIX MILLET;44.606333;4.241333;779;2009-07-10;RADOME
07202002;;SABLIERES OARA;44.533000;4.072500;540;1991-05-01;ETENDU
07204008;;ST-AGREVE RAD;44.997833;4.368000;1014;2005-09-01;RADOME
07232001;;ST-ETIENNE LUGDARES;44.651333;3.948500;1022;1950-07-01;ETENDU
07240001;;ST-GEORGES BAIN;44.860333;4.832500;112;1950-07-01;ETENDU
07261001;;ST-LAURENT PAPE;44.817833;4.746833;112;1950-01-01;ETENDU
07279001;;ST-MONTAN;44.441833;4.636333;130;1944-05-01;ETENDU
07315004;;LA SOUCHE;44.628500;4.123667;924;1997-01-01;ETENDU
07334004;;LES VANS-SA;44.415500;4.150833;140;2010-09-09;ETENDU
07338001;;VERNOUX;44.899500;4.652333;561;1892-01-01;ETENDU
07347001;;VOCANCE;45.201167;4.554333;529;1918-01-01;ETENDU
08046001;;BANOGNE-RECOUVRANCE;49.571667;4.129167;130;1970-07-01;ETENDU
08089003;;BUZANCY_SAPC;49.427333;4.964500;199;2007-01-01;ETENDU
08105005;07075;CHARLEVILLE-MEZ;49.782833;4.643167;145;1990-01-01;RADOME
08116001;;LE CHESNE;49.511667;4.767500;168;1873-05-01;ETENDU
08145001;;DOUZY;49.658000;5.039833;153;2002-05-29;RADOME
08207001;;HAM-SUR-MEUSE;50.116000;4.779500;109;1939-01-01;ETENDU
08239001;;JUNIVILLE;49.397333;4.371667;90;1900-01-01;ETENDU
08244001;;LAMETZ_SAPC;49.536667;4.689667;165;2017-08-16;ETENDU
08248002;;LAUNOIS-SUR-VENCE_SAPC;49.671833;4.534667;218;2009-03-04;ETENDU
08254002;;LIART_SAPC;49.765500;4.340333;240;2016-09-08;ETENDU
08255001;;LINAY;49.616833;5.216833;177;1983-01-01;ETENDU
08296002;;MONTCHEUTIN_SAPC;49.287333;4.809667;142;2007-01-01;ETENDU
08353001;;RANCENNES;50.118833;4.813167;162;2014-09-18;RADOME
08367002;;ROCROI;49.918667;4.530000;382;1999-04-01;RADOME
08401001;;SAULCES-CHAMPENOISES;49.423833;4.492500;147;2004-03-18;RADOME
08419001;;SIGNY-L'ABBAYE;49.686000;4.418833;180;1951-01-01;ETENDU
08420002;;SIGNY-LE-PETIT_SAPC;49.913500;4.288167;309;2007-07-25;ETENDU
09023002;;ASCOU LAVAIL;42.723833;1.895167;1100;1954-01-01;ETENDU
09024004;;ASTON;42.724167;1.691000;1781;2002-06-01;RADOME
09027001;;AUGIREIN;42.930167;0.920000;655;1989-08-01;ETENDU
09047001;;BELESTA;42.903833;1.936667;490;1928-01-01;ETENDU
09094001;;CERIZOLS;43.126000;1.063000;374;1980-04-01;ETENDU
09099001;;COS;42.970167;1.564500;519;2003-10-01;RADOME
09161003;;LERAN;42.990333;1.919167;391;2002-05-01;RADOME
09181003;;LE MAS D AZIL;43.073500;1.357667;293;1971-05-01;ETENDU
09199002;;MONTAUT;43.192167;1.643500;295;2002-05-01;RADOME
09225005;;PAMIERS VILLE;43.118833;1.607000;283;2008-12-01;ETENDU
09285400;;PORT D'AULA-NIVOSE;42.770000;1.114333;2140;1995-10-17;ETENDU
09289001;07627;ST GIRONS;43.005333;1.106833;414;1949-01-01;RADOME
09301001;;SOULAN;42.914667;1.234333;638;1975-10-01;ETENDU
09328001;;VERDUN;42.791667;1.690000;550;1928-01-01;ETENDU
10002001;;AILLEVILLE_SAPC;48.254167;4.685667;195;1991-01-01;ETENDU
10021001;;AVANT-LES-RAMERUPT;48.451333;4.283667;118;1959-03-01;ETENDU
10030001;07168;TROYES-BARBEREY;48.324667;4.020000;112;1975-05-01;RADOME
10042001;;BERULLE;48.179000;3.663333;146;1913-01-01;ETENDU
10057001;;BOUY-SUR-ORVIN;48.439833;3.504833;102;1926-01-01;RADOME
10070001;;CELLES-SUR-OURCE;48.067500;4.411333;275;2004-03-25;RADOME
10099002;;CHESSY-LES-PRES_SAPC;48.025500;3.915000;119;1971-11-01;ETENDU
10119001;;CUNFIN_SAPC;48.036500;4.678500;315;1980-04-01;ETENDU
10130001;;DOSNON;48.609167;4.224667;115;1949-11-01;ETENDU
10166002;;GRANDES-CHAPELL;48.468167;4.016833;111;1971-10-01;ETENDU
10228002;;MATHAUX-ETAPE;48.353167;4.472333;145;1981-01-01;RADOME
10238001;;MESNIL-ST-PERE;48.244833;4.322167;142;1972-01-01;ETENDU
10241001;;METZ-ROBERT_SAPC;48.074500;4.101167;140;2015-10-28;ETENDU
10261001;;MUSSY-SUR-SEINE;47.983833;4.495833;193;1971-10-01;ETENDU
10323001;;ROMILLY;48.503333;3.749500;77;1881-11-01;ETENDU
10350001;;ST-MARDS;48.169833;3.789000;227;1958-01-01;RADOME
10372001;;SOULAINES;48.399333;4.671333;138;1991-01-01;ETENDU
10401001;;VENDEUVRE-SUR-B;48.233000;4.463000;180;1891-01-01;ETENDU
10419001;;VILLEMOYENNE;48.178500;4.233833;134;1972-07-01;ETENDU
11004001;;ALAIGNE;43.112500;2.098333;293;1971-01-01;ETENDU
11012001;;ARGELIERS;43.308167;2.911667;31;1945-01-01;ETENDU
11015001;;ARQUES;42.951833;2.374833;350;1872-01-01;ETENDU
11016003;;ARQUETTES-EN-VAL;43.100833;2.503333;240;1991-05-01;ETENDU
11028001;;BELCAIRE;42.819500;1.968167;980;1962-07-01;ETENDU
11069001;07635;CARCASSONNE;43.215333;2.295500;128;1948-01-01;RADOME
11076001;;CASTELNAUDARY;43.305333;1.949167;160;1946-04-01;ETENDU
11081003;;CAUNES-MINERVOIS;43.334333;2.481000;371;1988-04-01;ETENDU
11124003;;DURBAN-CORBIERES;42.993167;2.819167;120;1988-09-01;ETENDU
11136001;;FANJEAUX_SAPC;43.202000;2.070000;182;2006-10-25;ETENDU
11144001;;FITOU;42.894667;2.995833;9;1939-01-01;ETENDU
11159002;;RIBOUISSE;43.182833;1.895833;302;1965-01-01;ETENDU
11168001;;GRANES;42.909167;2.250500;420;1991-10-01;RADOME
11181002;;LABECEDE LAURAGAIS_SAPC;43.389500;2.022167;408;2007-05-24;ETENDU
11185001;;LAGRASSE;43.091500;2.621833;130;1960-11-01;ETENDU
11202001;07666;LEUCATE;42.917333;3.059667;42;1995-03-01;RADOME
11203004;;LEZIGNAN-CORBIERES;43.173000;2.728833;60;1990-08-01;RADOME
11206003;;LIMOUX;43.046000;2.201167;230;1937-01-01;ETENDU
11221004;;LES MARTYS;43.408500;2.292333;760;1993-09-01;RADOME
11253001;;MONTOLIEU;43.312667;2.240500;280;1964-11-01;ETENDU
11260002;;MOUTHOUMET;42.959500;2.529000;538;1989-08-01;RADOME
11262005;;NARBONNE;43.150333;2.956000;110;1988-05-01;RADOME
11266001;;PORT-LA-NOUVELLE;43.014500;3.052500;0;1856-01-01;ETENDU
11412001;;VILLARDEBELLE_SAPC;43.014833;2.400500;593;1969-06-01;ETENDU
12005001;;ALPUECH;44.756000;2.868167;1107;2013-11-14;RADOME
12011001;;ARVIEU;44.167667;2.618833;733;1979-01-01;ETENDU
12014001;;AURELLE-VERLAC_SAPC;44.533500;3.007667;1076;1965-08-01;ETENDU
12039001;;BRUSQUE_SAPC;43.749500;2.938667;858;2006-11-20;ETENDU
12050001;;CANET-DE-SALARS_SAPC;44.233500;2.737167;860;2008-09-15;ETENDU
12063003;;MILLAU-LARZAC_SAPC;43.987000;3.181833;794;1998-12-01;ETENDU
12068001;;COLOMBIES;44.357833;2.317167;647;1981-01-01;ETENDU
12077002;;CORNUS;43.922333;3.192167;718;2002-05-01;RADOME
12092001;;DURENQUE_SAPC;44.111833;2.644500;812;2007-11-13;ETENDU
12094002;;ENTRAYGUES SUR;44.635833;2.559667;264;1979-12-01;ETENDU
12096001;;ESPALION;44.509500;2.768667;359;1884-01-01;ETENDU
12145001;07558;MILLAU;44.118500;3.019500;712;1964-04-01;RADOME
12150001;;MONTEILS;44.265667;1.991667;268;1955-03-01;ETENDU
12154003;;MONTLAUR;43.891667;2.836333;374;2002-05-01;RADOME
12179001;;PEUX-ET-COUFFOULEUX_SAPC;43.761833;2.867167;830;2006-11-20;ETENDU
12189001;;PRADINAS_SAPC;44.242167;2.255833;564;2012-07-16;ETENDU
12216001;;ST-COME-D'OLT;44.514667;2.827833;380;2002-06-01;RADOME
12224001;;ST-GENIEZ-D'OLT;44.463667;2.967667;420;1955-12-01;ETENDU
12253001;;SALLES CURAN;44.151833;2.866167;959;1945-01-01;ETENDU
12254001;07552;RODEZ-AVEYRON;44.410333;2.482500;578;1970-11-01;RADOME
12266002;;SEGUR;44.289500;2.820333;879;2016-10-17;RADOME
12298001;;VILLECOMTAL;44.530667;2.572000;318;1956-03-01;ETENDU
12300004;;VILLEFRANCHE-DE-ROUERGUE;44.371833;2.023667;330;1988-07-01;RADOME
13001009;07654;AIX EN PROVENCE;43.529500;5.424500;173;1955-07-01;RADOME
13004003;;ARLES;43.510000;4.693833;1;1962-11-01;RADOME
13005003;;AUBAGNE;43.307333;5.601167;130;1988-04-01;ETENDU
13022003;;CASSIS;43.222167;5.503167;212;1989-11-01;RADOME
13028001;07656;BEC DE L AIGLE;43.174667;5.574167;316;1947-01-01;ETENDU
13030001;;CUGES-LES-PINS;43.274000;5.700167;184;1890-12-01;ETENDU
13031002;;LA DESTROUSSE_SAPC;43.386667;5.601000;201;2007-07-13;ETENDU
13036003;;EYRAGUES;43.847167;4.834833;17;1997-04-01;ETENDU
13047001;07647;ISTRES;43.522667;4.927500;23;1920-01-01;RADOME
13054001;07650;MARIGNANE;43.437667;5.216000;9;1920-09-01;RADOME
13055001;;MARSEILLE-OBS;43.303500;5.390000;75;1867-02-01;ETENDU
13055029;;MARSEILLE;43.310667;5.479167;192;2014-11-01;RADOME
13056002;07653;CAP COURONNE;43.331667;5.053333;27;1961-04-01;ETENDU
13062002;;MIMET;43.418500;5.499667;416;1990-01-01;ETENDU
13074003;;PEYROLLES EN PROVENCE;43.656833;5.606667;217;2005-06-27;RADOME
13091002;;ST CANNAT;43.604500;5.317667;249;2011-06-14;ETENDU
13092001;;ST CHAMAS;43.549500;5.039500;10;1873-07-01;ETENDU
13103001;07648;SALON DE PROVENCE;43.612833;5.108000;58;1938-03-01;RADOME
13108004;;TARASCON;43.829833;4.640167;15;1989-07-01;RADOME
13110003;;TRETS;43.445333;5.698667;264;1988-01-01;ETENDU
13111002;;VAUVENARGUES;43.551000;5.680000;565;1989-08-01;ETENDU
14047002;;BAYEUX;49.274833;-0.712333;60;2013-09-05;ETENDU
14066001;;BERNIERES;49.334000;-0.430667;2;2001-08-01;RADOME
14096001;;BREMOY;48.991167;-0.780833;240;1873-11-01;ETENDU
14137001;07027;CAEN-CARPIQUET;49.180000;-0.456167;67;1944-10-01;RADOME
14216001;;DAMBLAINVILLE;48.928000;-0.148667;155;1997-01-01;RADOME
14229001;;DOZULE;49.231667;-0.047500;29;1967-06-01;ETENDU
14239001;;ENGLESQUEVILLE;49.387500;-0.956667;38;1958-02-01;ETENDU
14296001;;LEGAST_SAPC;48.794667;-1.037167;336;1997-01-01;ETENDU
14357002;;LASSY_SAPC;48.926500;-0.692500;223;2008-12-01;ETENDU
14366002;;LISIEUX_SAPC;49.165000;0.227000;62;1970-07-01;ETENDU
14372001;;LIVRY;49.101500;-0.765167;184;1995-08-01;RADOME
14446001;;MONTIGNY;49.045833;-0.530167;151;1970-07-01;ETENDU
14501002;;PIERREFITTE CIN_SAPC;48.891000;-0.385833;185;1997-04-01;ETENDU
14515001;07029;PORT EN BESSIN;49.349167;-0.772667;68;1984-01-01;ETENDU
14578001;07031;ST GATIEN DES B;49.364500;0.167000;139;1931-08-01;RADOME
14624001;;L OUDON LIEURY_SAPC;48.989500;-0.009167;52;1963-07-01;ETENDU
14634001;;SAINT MICHEL DE;49.006833;0.129500;140;1983-12-01;ETENDU
14659001;;ST SYLVAIN_SAPC;49.060000;-0.234333;62;1972-12-01;ETENDU
14762004;;VIRE HIPPODROME;48.850833;-0.899000;100;2003-12-01;RADOME
15001003;;ALLANCHE;45.232000;2.937667;1010;1999-01-01;ETENDU
15014001;;AURILLAC - VILL;44.935833;2.438333;707;1961-07-01;ETENDU
15014004;07549;AURILLAC;44.891500;2.419167;632;1945-08-09;RADOME
15025001;;PRAT DE BOUC;45.052500;2.792000;1405;1996-12-01;RADOME
15050001;07862;LE CLAUX;45.172500;2.710500;1033;1951-07-01;ETENDU
15053001;;COLTINES;45.074667;2.990667;979;1994-09-01;RADOME
15060002;;DEUX-VERGES;44.801500;3.012667;1080;2002-06-01;RADOME
15068001;;FAVEROLLES;44.943500;3.149000;905;1954-07-01;ETENDU
15085001;;LABROUSSE;44.855333;2.540667;800;1950-05-01;ETENDU
15101004;;LE LIORAN_SAPC;45.082167;2.751000;1238;1977-11-01;ETENDU
15114002;;MARCENAT;45.302667;2.833000;1075;1990-01-01;RADOME
15118002;;MARMANHAC;45.002833;2.474500;644;1968-05-01;ETENDU
15119001;;MASSIAC;45.263333;3.197833;533;1858-01-01;ETENDU
15120005;;MAURIAC;45.222167;2.293167;674;1995-06-01;RADOME
15122002;;MAURS;44.734167;2.166000;480;1992-02-01;RADOME
15138001;;MURAT;45.109500;2.862167;904;1957-01-01;ETENDU
15162003;;RIOM-MONTAGNES;45.280167;2.664667;837;1989-10-01;ETENDU
15187006;;ST FLOUR;45.024333;3.067333;909;1988-01-01;ETENDU
15191001;;ST ILLIDE;45.064000;2.303833;635;1953-05-01;ETENDU
15196001;;ST MAMET;44.858833;2.310667;740;1955-09-01;ETENDU
15207002;;ST- PONCY_SAPC;45.178333;3.174167;805;2007-01-01;ETENDU
15226001;;SENEZERGUES;44.704000;2.428167;530;1964-10-01;ETENDU
15235002;;LES TERNES;44.992833;3.001833;1007;1947-01-01;ETENDU
15258004;;VIC SUR CERE;44.965833;2.612167;657;1988-01-01;ETENDU
16028001;;BARBEZIEUX;45.481000;-0.148667;72;1877-01-01;ETENDU
16078001;07420;ANGOULEME - BRIE - CHAMPNIERS;45.728000;0.220667;124;2009-03-17;ETENDU
16089001;07412;COGNAC;45.665000;-0.315833;30;1944-01-01;RADOME
16113001;;LA COURONNE;45.627833;0.099833;58;1976-01-01;RADOME
16193001;;LOUZAC ST ANDRE;45.735833;-0.381833;51;1985-06-01;ETENDU
16225001;;MONTEMBOEUF;45.787167;0.543000;247;1990-12-01;RADOME
16256001;;PASSIRAC;45.334000;-0.078667;114;1979-01-01;ETENDU
16279001;;RIOUX MARTIN;45.262000;0.003333;81;1990-03-01;RADOME
16363001;;SAULGOND_SAPC;45.956333;0.781667;228;1993-01-01;ETENDU
16366001;;SEGONZAC_SAPC;45.614500;-0.223500;62;1970-06-01;ETENDU
16390001;;TUSSON;45.949000;0.062167;88;1986-01-01;RADOME
16403001;;LE VIEUX CERIER_SAPC;45.967500;0.442000;162;1990-02-01;ETENDU
17093002;;CHATEAU D'OLERON;45.862167;-1.204333;3;1980-01-01;ETENDU
17111001;;CLION;45.476833;-0.510333;35;1957-01-01;ETENDU
17218001;;MARANS;46.316333;-1.012167;2;1858-01-01;ETENDU
17224001;;MATHA;45.858667;-0.319667;38;1949-01-01;ETENDU
17243002;;MONTLIEU_SAPC;45.220167;-0.291833;89;1959-01-01;ETENDU
17248001;;MORTAGNE-SUR-GIRONDE_SAPC;45.477667;-0.789833;37;2016-07-28;ETENDU
17268002;;NUAILLE SUR BOUTONNE;46.019833;-0.406667;36;1933-01-01;RADOME
17300009;07316;LA ROCHELLE-ILE DE RE;46.178000;-1.193167;20;2000-01-01;RADOME
17306004;;ROYAN-MEDIS;45.633000;-0.974667;12;1991-11-01;RADOME
17308001;07317;ST AGNANT;45.888000;-0.984667;18;1992-01-01;ETENDU
17318001;07311;SAINT-CLEMENT DES BALEINES;46.243000;-1.561667;10;1882-01-01;ETENDU
17323001;07314;CHASSIRON;46.046833;-1.411667;11;1879-06-01;RADOME
17339002;;ST GERMAIN DE LUSIGNAN;45.458333;-0.409667;71;1969-01-01;RADOME
17353001;;ST-LAURENT PREE-INRA;45.988333;-1.027000;3;1873-10-01;ETENDU
17415003;;SAINTES;45.761167;-0.652000;38;1916-01-01;RADOME
17477001;;VILLIERS_SAPC;45.987500;-0.152000;106;1962-12-01;ETENDU
18003003;;LES AIX-D'ANG.;47.209667;2.552333;195;1990-08-01;ETENDU
18015003;;AUBIGNY-SUR-NERE;47.499500;2.427333;176;1991-05-01;RADOME
18033001;07255;BOURGES;47.059167;2.359833;161;1945-03-01;RADOME
18036001;;BRINAY;47.166667;2.081000;131;1986-04-01;ETENDU
18037001;;BRINON;47.564500;2.262333;133;1859-01-01;ETENDU
18047001;;CHAPELLE-D'ANG_SAPC;47.373833;2.426667;190;1854-09-01;ETENDU
18057003;;CHATEAUMEILLANT;46.564000;2.217500;243;1901-04-01;ETENDU
18087001;;DUN;46.878333;2.566167;160;1883-01-01;ETENDU
18089001;;EPINEUIL;46.563333;2.519833;228;1859-01-01;ETENDU
18092001;07257;AVORD;47.052167;2.642167;175;1921-01-01;RADOME
18109002;;HENRICHEMONT;47.285833;2.579167;377;1987-01-01;ETENDU
18125004;;LERE;47.457833;2.893167;139;1997-06-01;RADOME
18172003;;ORVAL RAD;46.731000;2.467333;165;2004-01-13;RADOME
18175003;;OUROUER;46.925333;2.803333;221;1991-11-01;RADOME
18187004;;PREVERANGES;46.425333;2.236500;462;1997-05-01;RADOME
18207003;;ST-FLORENT/CHER;46.989333;2.248667;146;1991-03-01;ETENDU
18223003;;ST-MARTIN-D'A.;47.200667;2.416833;172;1947-01-01;ETENDU
18231001;;ST-PIERRE;46.729000;2.631667;174;1984-12-01;ETENDU
18242001;;SANCOINS;46.831333;2.926500;203;1883-01-01;ETENDU
18279001;;VIERZON - VEVES;47.219500;2.014167;98;1859-01-01;ETENDU
19010001;;ARGENTAT;45.101333;1.937500;190;1867-05-01;RADOME
19016001;;BAR;45.344500;1.823833;269;1940-01-01;ETENDU
19031008;07438;BRIVE;45.146667;1.473333;115;1987-09-01;RADOME
19033001;;BUGEAT;45.602667;1.930333;694;1944-03-01;ETENDU
19034001;;CAMPS;44.983667;1.988333;519;1952-06-01;ETENDU
19073006;;EGLETONS;45.398833;2.059167;610;1997-07-01;RADOME
19121002;;LUBERSAC;45.410333;1.411167;390;1987-04-01;ETENDU
19125001;;MARCILLAC;45.283500;2.039833;598;1951-01-01;ETENDU
19136002;;MEYMAC;45.534333;2.154333;670;1959-02-01;ETENDU
19139001;;MILLEVACHES;45.642667;2.095500;915;1952-08-01;ETENDU
19147001;07439;BRIVE-SOUILLAC;45.036333;1.491667;295;2010-06-15;RADOME
19164001;;PEYRELEVADE;45.701000;2.058667;827;1965-08-01;RADOME
19201001;;USSEL-THALAMY;45.537333;2.420000;740;2014-08-01;RADOME
19237001;;ST-PRIVAT;45.139000;2.096000;585;1954-11-01;ETENDU
19264001;;SOURSAC;45.249000;2.212833;528;1951-06-01;ETENDU
19272001;;TULLE;45.242500;1.740333;235;1867-05-01;ETENDU
19275001;;USSEL-LAMARTINE;45.558833;2.321333;654;1937-11-01;ETENDU
19276006;;UZERCHE;45.396333;1.568167;422;1996-07-01;RADOME
19288004;;VOUTEZAC;45.279833;1.416000;124;1940-01-01;ETENDU
20004002;07761;AJACCIO;41.918000;8.792667;5;1944-03-01;RADOME
20004003;07752;AJACCIO-PARATA;41.908333;8.618167;124;1955-09-01;ETENDU
20004014;;AJACCIO-MILELLI_SAPC;41.938500;8.720833;86;2003-09-01;ETENDU
20007402;;SPONDE-NIVOSE;42.324500;8.882667;1981;1985-12-12;ETENDU
20023005;;ASCO_SAPC;42.403833;8.922667;1400;2015-07-02;ETENDU
20029003;;BARBAGGIO_SAPC;42.679833;9.389333;572;2021-12-22;ETENDU
20033015;;BASTIA_SAPC;42.704333;9.444833;26;2016-05-13;ETENDU
20040001;07796;BOCOGNANO-GARE;42.080167;9.052500;660;1965-01-01;ETENDU
20040004;;BOCOGNANO;42.104167;9.103333;1019;2009-04-10;ETENDU
20041001;07770;CAP PERTUSATO;41.374833;9.178333;107;1882-01-01;RADOME
20046002;;CAGNANO;42.886667;9.439500;278;2018-06-11;ETENDU
20047006;;CALACUCCIA;42.331500;9.021500;811;2016-06-01;ETENDU
20050001;07754;CALVI;42.529500;8.791500;57;1960-01-01;RADOME
20054002;;CAMPILE_SAPC;42.494667;9.353000;499;2013-06-28;ETENDU
20083001;;CASTIRLA;42.380167;9.134167;376;1970-08-01;ETENDU
20092001;;CONCA;41.717000;9.348500;253;1999-03-01;ETENDU
20093002;07753;ILE ROUSSE;42.633167;8.922667;142;1988-08-01;RADOME
20096008;;CORTE;42.288500;9.193167;350;2015-10-01;RADOME
20096009;;RESTONICA_SAPC;42.229667;9.031333;1372;2022-09-27;ETENDU
20107001;07785;CAP CORSE;43.003833;9.359500;72;1882-01-01;RADOME
20108002;;EVISA-ONF;42.263333;8.838667;1030;1977-01-01;ETENDU
20114002;07780;FIGARI;41.505167;9.103667;20;1979-08-01;RADOME
20126001;;GIUNCAGGIO_SAPC;42.216500;9.369333;685;2018-04-20;ETENDU
20135002;;ISOLACCIO DI FIUMORBO;41.992333;9.305000;198;2006-09-01;ETENDU
20142001;;LEVIE;41.703500;9.125833;571;1967-09-01;ETENDU
